תאריך,מסכת,פרק,משנה,סימן,סעיף,ספר הלכה,עברי
30/10/18,קידושין,ג,ב-ג,שפב,יח-כ,"שו""ע או""ח","כא חשון תשע""ט"
31/10/18,קידושין,ג,ד-ה,שפג-ד,א-ב,"שו""ע או""ח","כב חשון תשע""ט"
01/11/18,קידושין,ג,ו-ז,שפה,א-ג,"שו""ע או""ח","כג חשון תשע""ט"
02/11/18,קידושין,ג,ח-ט,שפה-ו,ד-ב,"שו""ע או""ח","כד חשון תשע""ט"
03/11/18,קידושין,ג,י-יא,שפו,ג-ה,"שו""ע או""ח","כה חשון תשע""ט"
04/11/18,קידושין,ג,יב-יג,שפו,ו-ח,"שו""ע או""ח","כו חשון תשע""ט"
05/11/18,קידושין,ד,א-ב,שפו-ז-ח,ט-א,"שו""ע או""ח","כז חשון תשע""ט"
06/11/18,קידושין,ד,ג-ד,שפט-צ,א-ב,"שו""ע או""ח","כח חשון תשע""ט"
07/11/18,קידושין,ד,ה-ו,שצא-ב,א-א,"שו""ע או""ח","כט חשון תשע""ט"
08/11/18,קידושין,ד,ז-ח,שצב,ב-ד,"שו""ע או""ח","ל חשון תשע""ט"
09/11/18,קידושין,ד,ט-י,שצב,ה-ז,"שו""ע או""ח","א כסלו תשע""ט"
10/11/18,קידושין,ד,יא-יב,שצב-ג,ח-ב,"שו""ע או""ח","ב כסלו תשע""ט"
11/11/18,קידושין,ד*),יג-יד,שצג-ד,ג-ב,"שו""ע או""ח","ג כסלו תשע""ט"
12/11/18,בבא קמא,א,א-ב,שצד-ה-ו,ג-א,"שו""ע או""ח","ד כסלו תשע""ט"
13/11/18,בבא קמא,א,ג-ד,שצו-ז,ב-ב,"שו""ע או""ח","ה כסלו תשע""ט"
14/11/18,בבא קמא,ב,א-ב,שצז,ג-ה,"שו""ע או""ח","ו כסלו תשע""ט"
15/11/18,בבא קמא,ב,ג-ד,שצז,ו-ח,"שו""ע או""ח","ז כסלו תשע""ט"
16/11/18,בבא קמא,ב,ה-ו,שצז,ט-יא,"שו""ע או""ח","ח כסלו תשע""ט"
17/11/18,בבא קמא,ג,א-ב,שצז,יב-יד,"שו""ע או""ח","ט כסלו תשע""ט"
18/11/18,בבא קמא,ג,ג-ד,שצז,טו-יז,"שו""ע או""ח","י כסלו תשע""ט"
19/11/18,בבא קמא,ג,ה-ו,שצז-ח,יח-ב,"שו""ע או""ח","יא כסלו תשע""ט"
20/11/18,בבא קמא,ג,ז-ח,שצח,ג-ה,"שו""ע או""ח","יב כסלו תשע""ט"
21/11/18,בבא קמא,ג,ט-י,שצח,ו-ח,"שו""ע או""ח","יג כסלו תשע""ט"
22/11/18,בבא קמא,ג-ד,יא-א,שצח,ט-יא,"שו""ע או""ח","יד כסלו תשע""ט"
23/11/18,בבא קמא,ד,ב-ג,שצט,א-ג,"שו""ע או""ח","טו כסלו תשע""ט"
24/11/18,בבא קמא,ד,ד-ה,שצט,ד-ו,"שו""ע או""ח","טז כסלו תשע""ט"
25/11/18,בבא קמא,ד,ו-ז,שצט,ז-ט,"שו""ע או""ח","יז כסלו תשע""ט"
26/11/18,בבא קמא,ד,ח-ט,שצט-ת,י-א,"שו""ע או""ח","יח כסלו תשע""ט"
27/11/18,בבא קמא,ה,א-ב,תא-ב-ג,א-א,"שו""ע או""ח","יט כסלו תשע""ט"
28/11/18,בבא קמא,ה,ג-ד,תד-ה,א-ב,"שו""ע או""ח","כ כסלו תשע""ט"
29/11/18,בבא קמא,ה,ה-ו,תה,ג-ה,"שו""ע או""ח","כא כסלו תשע""ט"
30/11/18,בבא קמא,ה-ו,ז-א,תה,ו-ח,"שו""ע או""ח","כב כסלו תשע""ט"
01/12/18,בבא קמא,ו,ב-ג,תה-ו-ז,ט-א,"שו""ע או""ח","כג כסלו תשע""ט"
02/12/18,בבא קמא,ו,ד-ה,תז-ח,ב-א,"שו""ע או""ח","כד כסלו תשע""ט"
03/12/18,בבא קמא,ו-ז,ו-א,תח,ב-ד,"שו""ע או""ח","כה כסלו תשע""ט"
04/12/18,בבא קמא,ז,ב-ג,תט,א-ג,"שו""ע או""ח","כו כסלו תשע""ט"
05/12/18,בבא קמא,ז,ד-ה,תט,ד-ו,"שו""ע או""ח","כז כסלו תשע""ט"
06/12/18,בבא קמא,ז,ו-ז,תט,ז-ט,"שו""ע או""ח","כח כסלו תשע""ט"
07/12/18,בבא קמא,ח,א-ב,תט,י-יב,"שו""ע או""ח","כט כסלו תשע""ט"
08/12/18,בבא קמא,ח,ג-ד,תט-י,יג-ב,"שו""ע או""ח","ל כסלו תשע""ט"
09/12/18,בבא קמא,ח,ה-ו,תי-א-ב,ג-א,"שו""ע או""ח","א טבת תשע""ט"
10/12/18,בבא קמא,ח-ט,ז-א,תיג-ד,א-ב,"שו""ע או""ח","ב טבת תשע""ט"
11/12/18,בבא קמא,ט,ב-ג,תטו,א-ג,"שו""ע או""ח","ג טבת תשע""ט"
12/12/18,בבא קמא,ט,ד-ה,תטו-ז,ד-ב,"שו""ע או""ח","ד טבת תשע""ט"
13/12/18,בבא קמא,ט,ו-ז,תטז,ג-ה,"שו""ע או""ח","ה טבת תשע""ט"
14/12/18,בבא קמא,ט,ח-ט,תיז-ח,א-ב,"שו""ע או""ח","ו טבת תשע""ט"
15/12/18,בבא קמא,ט,י-יא,תיח,ג-ה,"שו""ע או""ח","ז טבת תשע""ט"
16/12/18,בבא קמא,ט-י,יב-א,תיט-כ,א-ב,"שו""ע או""ח","ח טבת תשע""ט"
17/12/18,בבא קמא,י,ב-ג,תכא-ב,א-ב,"שו""ע או""ח","ט טבת תשע""ט"
18/12/18,בבא קמא,י,ד-ה,תכב,ג-ה,"שו""ע או""ח","י טבת תשע""ט"
19/12/18,בבא קמא,י,ו-ז,תכב-ג,ו-א,"שו""ע או""ח","יא טבת תשע""ט"
20/12/18,בבא קמא,י,ח-ט,תכג,ב-ד,"שו""ע או""ח","יב טבת תשע""ט"
21/12/18,בבא קמא-בבא מציעא,י-א,י-א,תכד-ה,א-ב,"שו""ע או""ח","יג טבת תשע""ט"
22/12/18,בבא מציעא,א,ב-ג,תכה-ו,ג-ב,"שו""ע או""ח","יד טבת תשע""ט"
23/12/18,בבא מציעא,א,ד-ה,תכו-ז,ג-א,"שו""ע או""ח","טו טבת תשע""ט"
24/12/18,בבא מציעא,א,ו-ז,תכח,א-ג,"שו""ע או""ח","טז טבת תשע""ט"
25/12/18,בבא מציעא,א-ב,ח-א,תכח,ד-ו,"שו""ע או""ח","יז טבת תשע""ט"
26/12/18,בבא מציעא,ב,ב-ג,תכח-ט,ז-א,"שו""ע או""ח","יח טבת תשע""ט"
27/12/18,בבא מציעא,ב,ד-ה,תכט-ל-א,ב-א,"שו""ע או""ח","יט טבת תשע""ט"
28/12/18,בבא מציעא,ב,ו-ז,תלא-ב,ב-ב,"שו""ע או""ח","כ טבת תשע""ט"
29/12/18,בבא מציעא,ב,ח-ט,תלג,א-ג,"שו""ע או""ח","כא טבת תשע""ט"
30/12/18,בבא מציעא,ב,י-יא,תלג,ד-ו,"שו""ע או""ח","כב טבת תשע""ט"
31/12/18,בבא מציעא,ג,א-ב,תלג,ז-ט,"שו""ע או""ח","כג טבת תשע""ט"
